1980,\N,\N
1981,\N,\N
1982,\N,\N
1983,\N,\N
1984,\N,\N
1985,5.8,5.9
1986,\N,\N
1987,\N,\N
1988,2.2,6.4
1989,\N,\N
1990,\N,\N
1991,\N,\N
1992,8.2,8.5
1993,\N,\N
1994,6.3,6.9
1995,\N,\N
1996,9,9.4
1997,9.4,9.6
1998,9.4,9.6
1999,9.4,9.8
2000,9.4,9.8
2001,9.4,9.7
2002,9.5,9.7
2003,9.6,9.4
2004,9.5,9.6
2005,9.7,9.6
2006,9.3,9.6
2007,9.5,9.7
2008,9.2,9.8
2009,9.3,9.6
2010,9.1,9.7
2011,8.8,9.6
2012,9.2,9.3
2013,9.2,9.7
2014,9.1,9.7
2015,9.3,9.6
2016,8.8,9.3
2017,\N,\N
2020,\N,\N
