1980,\N,\N
1981,\N,\N
1982,\N,\N
1983,\N,\N
1984,\N,\N
1985,5.8,5.9
1986,\N,\N
1987,\N,\N
1988,2.2,6.4
1989,\N,\N
1990,\N,\N
1991,\N,\N
1992,8.2,8.5
1993,\N,\N
1994,6.3,6.9
1995,\N,\N
1996,7.4,8.3
1997,7.5,6.6
1998,5.7,4.9
1999,6.3,4
2000,1.2,2.6
2001,2.4,2.6
2002,1.7,1.9
2003,1.5,2.3
2004,2,2.3
2005,0.5,2.8
2006,0.3,2.5
2007,0.3,1.9
2008,0,2.3
2009,0.9,1.7
2010,0.5,2.6
2011,0.9,2.1
2012,1.6,2.4
2013,1,1.3
2014,1.4,2.6
2015,1.4,1.9
2016,0.2,3.1
2017,\N,\N
2020,\N,\N
